id_nf,data_venda,cliente_id,cliente_nome,marca_carro,modelo_carro,produto_peca,valor_unitario,quantidade,custo_unitario,loja_id,loja_nome,grupo_loja,vendedor_id,vendedor_nome
NF152502,2024-09-10,55531251118683,Sansa Stark,Velox,BZ Turbo,Pastilha de Freio,930.37,5.0,733.9,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF152503,2025-12-13,11649374460,Arya Stark,Autron,BZ Turbo,Filtro de Óleo,611.14,4.0,458.26,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF152504,2025-01-09,12244300551262,Sansa Stark,MotoriX,BZ Turbo,Bateria,425.24,4.0,278.49,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF152505,2024-08-12,85530113561,Davos Seaworth,Velox,AX1,Correia Dentada,314.33,5.0,243.47,300401,AutoParts Minas,Grupo Serra,V003,Tony Stark
NF152506,2024-08-18,08890429538,Robb Stark,Autron,CX Sport,Amortecedor,1719.0,1.0,1079.93,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF152507,2025-08-10,07874246201,Sansa Stark,Carvex,DX Hybrid,Filtro de Óleo,1582.46,5.0,1385.36,300401,AutoParts Minas,Grupo Serra,V006,Steve Rogers
NF152508,2024-12-13,62359304648,Daenerys Targaryen,Carvex,BZ Turbo,Amortecedor,675.1,5.0,570.94,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF152509,2024-03-21,47346032113495,Samwell Tarly,Velox,CX Sport,Amortecedor,904.71,4.0,558.35,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152510,2024-06-13,14540269924,Ned Stark,Autron,CX Sport,Amortecedor,1375.83,4.0,885.75,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF152511,2025-05-12,43080656046755,Tyrion Lannister,Carvex,DX Hybrid,Bateria,993.5,4.0,636.14,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF152512,2025-05-22,55077968395229,Cersei Lannister,Velox,CX Sport,Correia Dentada,1466.77,5.0,930.14,400501,AutoParts Sul,Grupo Pampa,V008,Barry Allen
NF152513,2024-10-31,67519999087,Jaime Lannister,Carvex,CX Sport,Pastilha de Freio,1367.02,5.0,1009.3,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF152514,2024-03-15,04837780044154,Sansa Stark,MotoriX,DX Hybrid,Filtro de Óleo,606.1,6.0,531.42,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF152515,2025-09-12,70901361756963,Robb Stark,Ravion,AX1,Filtro de Óleo,982.49,2.0,685.64,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF152516,2025-05-16,50602582924208,Samwell Tarly,Ravion,DX Hybrid,Amortecedor,1467.16,2.0,899.48,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF152517,2024-07-09,41540719818,Sansa Stark,Ravion,AX1,Correia Dentada,439.87,2.0,394.97,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF152518,2025-12-09,93568052118894,Tyrion Lannister,Autron,AX1,Correia Dentada,190.87,3.0,143.23,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V008,Barry Allen
NF152519,2025-07-21,60381450221771,Robb Stark,Ravion,AX1,Bateria,-1175.99,3.0,1001.99,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF152520,2024-04-16,52274939195486,Jorah Mormont,Velox,EX Classic,Correia Dentada,1101.05,1.0,704.64,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF152521,2024-11-16,40708961462,Robb Stark,MotoriX,DX Hybrid,Correia Dentada,1771.28,2.0,1171.83,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF152522,2025-12-16,70946404575915,Jorah Mormont,Velox,BZ Turbo,Filtro de Óleo,1677.04,2.0,1065.0,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF152523,2024-12-12,81191196318,Jon Snow,Velox,BZ Turbo,Correia Dentada,753.39,3.0,662.69,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF152524,2024-07-10,66611726135,Sansa Stark,MotoriX,AX1,Correia Dentada,679.65,5.0,594.25,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF152525,2025-10-25,35158151505,Jon Snow,Ravion,CX Sport,Pastilha de Freio,1391.83,6.0,1257.14,300402,Minas Auto Peças,Grupo Serras,V006,Steve Rogers
NF152526,2025-07-08,20577782677498,Cersei Lannister,MotoriX,BZ Turbo,Pastilha de Freio,325.83,6.0,252.61,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF152527,2024-06-20,95336972533238,Robb Stark,Velox,CX Sport,Amortecedor,937.72,5.0,644.22,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF152528,2024-04-05,02075544076,Arya Stark,Velox,BZ Turbo,Bateria,1574.23,4.0,1203.02,200302,Auto Rio Peças,Grupo Atlantico,V007,Natasha Romanoff
NF152529,2025-07-06,45074116830,Ned Stark,Ravion,AX1,Bateria,909.26,1.0,621.55,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF152530,2025-04-22,56343387445,Daenerys Targaryen,Carvex,EX Classic,Filtro de Óleo,1328.14,6.0,1198.48,400502,Sul Auto Parts,Grupo Pampas,V006,Steve Rogers
NF152531,2025-06-17,02022053813230,Tyrion Lannister,MotoriX,BZ Turbo,Amortecedor,657.46,6.0,511.49,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152532,2025-03-10,66725973038050,Samwell Tarly,Carvex,DX Hybrid,Bateria,720.54,3.0,588.19,200302,Auto Rio Peças,Grupo Atlantico,V004,Peter Parker
NF152533,2025-03-29,23223615028,Davos Seaworth,Autron,AX1,Amortecedor,1299.92,4.0,815.1,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF152534,2025-05-12,50301977435,Jorah Mormont,Carvex,DX Hybrid,Pastilha de Freio,974.39,2.0,685.09,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF152535,2025-05-01,37222783630,Arya Stark,Autron,EX Classic,Pastilha de Freio,975.48,5.0,833.24,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF152536,2024-12-27,90633687261,Jon Snow,Autron,EX Classic,Bateria,1140.72,6.0,1046.01,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF152537,2024-04-18,51155289436,Arya Stark,Velox,EX Classic,Filtro de Óleo,632.37,2.0,534.84,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF152538,2025-03-08,10686354792,Brienne of Tarth,Carvex,DX Hybrid,Correia Dentada,915.94,4.0,678.95,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF152539,2025-05-17,00227187496,Jorah Mormont,Velox,CX Sport,Amortecedor,1283.13,6.0,1064.37,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF152540,2024-04-22,52428151956,Jorah Mormont,Carvex,CX Sport,Filtro de Óleo,891.66,6.0,782.71,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF152541,2024-05-27,30185705428,Bran Stark,Velox,EX Classic,Correia Dentada,388.19,4.0,337.82,400502,Sul Auto Parts,Grupo Pampas,V006,Steve Rogers
NF152542,2025-08-29,41350317992504,Davos Seaworth,Velox,CX Sport,Amortecedor,123.34,1.0,79.06,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF152543,2024-08-29,10524416013497,Sansa Stark,MotoriX,DX Hybrid,Amortecedor,1737.37,4.0,1571.19,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF152544,2024-05-05,71689238734115,Cersei Lannister,Autron,BZ Turbo,Correia Dentada,756.26,6.0,685.96,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF152545,2024-05-27,18336765461556,Tyrion Lannister,MotoriX,DX Hybrid,Bateria,1409.18,6.0,909.58,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF152546,2024-03-07,49120745516,Jorah Mormont,Ravion,EX Classic,Pastilha de Freio,328.74,2.0,201.37,200302,Auto Rio Peças,Grupo Atlantico,V007,Natasha Romanoff
NF152547,2025-01-23,20702687655,Davos Seaworth,Carvex,CX Sport,Correia Dentada,629.44,4.0,494.11,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF152548,2024-05-29,05662994519,Ned Stark,Ravion,BZ Turbo,Correia Dentada,427.58,4.0,314.38,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF152549,2024-07-03,14688943175304,Tyrion Lannister,Carvex,AX1,Amortecedor,85.7,5.0,73.77,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF152550,2024-06-26,68090554589,Bran Stark,Autron,BZ Turbo,Amortecedor,1120.26,4.0,961.97,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152551,2025-12-11,94992831700198,Brienne of Tarth,Carvex,AX1,Correia Dentada,800.01,2.0,544.73,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF152552,2024-09-04,81845148468562,Jorah Mormont,Velox,EX Classic,Pastilha de Freio,384.26,3.0,236.11,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF152553,2024-03-18,40532598060589,Daenerys Targaryen,MotoriX,EX Classic,Pastilha de Freio,1738.34,2.0,1316.57,400502,Sul Auto Parts,Grupo Pampas,V002,Clark Kent
NF152554,2025-03-27,46302813688181,Robb Stark,Ravion,DX Hybrid,Amortecedor,147.81,3.0,89.77,400502,Sul Auto Parts,Grupo Pampas,V008,Barry Allen
NF152555,2025-01-14,09972567526580,Robb Stark,Autron,BZ Turbo,Bateria,1789.56,4.0,1438.84,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF152556,2024-05-27,71356510415203,Brienne of Tarth,Autron,AX1,Bateria,104.28,1.0,79.92,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF152557,2024-02-12,27959254225354,Davos Seaworth,Carvex,EX Classic,Pastilha de Freio,1089.22,5.0,840.69,400502,Sul Auto Parts,Grupo Pampas,V006,Steve Rogers
NF152558,2025-10-16,28478742275749,Sansa Stark,Ravion,BZ Turbo,Pastilha de Freio,838.45,4.0,688.61,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152559,2024-02-29,28762769206829,Arya Stark,Ravion,CX Sport,Filtro de Óleo,1413.03,2.0,928.15,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF152560,2025-09-22,07932758550,Jorah Mormont,MotoriX,BZ Turbo,Amortecedor,279.94,1.0,179.45,400502,Sul Auto Parts,Grupo Pampas,V002,Clark Kent
NF152561,2024-04-15,24412037991,Jorah Mormont,Carvex,DX Hybrid,Filtro de Óleo,668.57,3.0,561.49,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF152562,2025-09-26,57761190176696,Theon Greyjoy,Ravion,AX1,Correia Dentada,763.46,1.0,546.34,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF152563,2025-07-08,84338130176,Cersei Lannister,Velox,BZ Turbo,Bateria,821.39,4.0,735.58,300401,AutoParts Minas,Grupo Serra,V005,Diana Prince
NF152564,2024-03-15,05665805343,Tyrion Lannister,Carvex,EX Classic,Correia Dentada,980.22,2.0,712.62,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF152565,2025-10-16,86692313526074,Theon Greyjoy,Ravion,AX1,Filtro de Óleo,1508.94,4.0,1100.94,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF152566,2025-05-24,78310638642910,Daenerys Targaryen,Autron,AX1,Amortecedor,612.67,2.0,453.99,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF152567,2024-03-28,74646560689,Cersei Lannister,Carvex,EX Classic,Correia Dentada,1312.78,1.0,793.94,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF152568,2025-06-14,94192737868231,Jorah Mormont,Autron,EX Classic,Filtro de Óleo,879.74,6.0,673.28,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF152569,2024-06-18,99984937661,Cersei Lannister,Velox,CX Sport,Pastilha de Freio,463.62,4.0,417.79,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF152570,2025-05-08,03042261316,Robb Stark,Ravion,BZ Turbo,Bateria,1519.73,2.0,1293.15,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152571,2024-12-20,32911397281,Ned Stark,Ravion,AX1,Amortecedor,619.25,1.0,551.11,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF152572,2024-03-12,17510752720,Bran Stark,MotoriX,CX Sport,Correia Dentada,382.24,5.0,233.67,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF152573,2024-07-22,20291251104,Jorah Mormont,Velox,BZ Turbo,Filtro de Óleo,564.49,6.0,375.2,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF152574,2025-09-30,24786149184239,Cersei Lannister,Ravion,DX Hybrid,Correia Dentada,417.24,6.0,284.31,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF152575,2024-08-17,74014029580479,Theon Greyjoy,Carvex,EX Classic,Filtro de Óleo,822.21,4.0,589.11,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF152576,2025-11-30,65462430773300,Tyrion Lannister,MotoriX,AX1,Bateria,100.06,1.0,80.27,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152577,2024-11-25,42904109519991,Robb Stark,Autron,AX1,Amortecedor,418.07,1.0,295.46,300401,AutoParts Minas,Grupo Serra,V002,Clark Kent
NF152578,2024-11-26,47401082811,Tyrion Lannister,Velox,DX Hybrid,Bateria,1551.43,5.0,1322.48,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152579,2024-12-04,26457484207346,Robb Stark,Ravion,DX Hybrid,Amortecedor,197.84,2.0,147.1,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF152580,2025-09-30,19719365341,Theon Greyjoy,Ravion,CX Sport,Filtro de Óleo,785.08,4.0,554.87,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V007,Natasha Romanoff
NF152581,2024-11-10,49774010810542,Arya Stark,Carvex,EX Classic,Pastilha de Freio,-1249.46,2.0,908.51,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF152582,2024-09-22,47483678635,Cersei Lannister,Carvex,AX1,Correia Dentada,1356.31,3.0,851.76,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF152583,2025-03-29,09044156619,Theon Greyjoy,MotoriX,AX1,Bateria,612.57,3.0,546.49,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF152584,2025-12-24,30658465138,Jorah Mormont,Velox,AX1,Filtro de Óleo,1789.16,5.0,1155.14,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF152585,2024-09-12,60386284885,Tyrion Lannister,MotoriX,BZ Turbo,Bateria,538.37,3.0,468.0,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF152586,2025-09-14,12104452139251,Jon Snow,Carvex,EX Classic,Pastilha de Freio,1415.72,3.0,1139.26,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF152587,2025-08-03,25683324859354,Cersei Lannister,MotoriX,DX Hybrid,Correia Dentada,179.63,,114.17,100201,AutoParts São Paulo,Grupo Titan,V008,Barry Allen
NF152588,2025-05-23,39155109903,Jaime Lannister,Ravion,EX Classic,Pastilha de Freio,1066.21,5.0,937.11,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF152589,2024-01-13,06481312004,Tyrion Lannister,Ravion,BZ Turbo,Correia Dentada,772.36,5.0,533.79,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF152590,2025-03-17,75951451172452,Jorah Mormont,Autron,EX Classic,Bateria,253.08,4.0,203.09,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF152591,2025-10-26,86186291200239,Sansa Stark,Carvex,EX Classic,Amortecedor,460.83,6.0,409.52,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF152592,2024-08-03,32006589935,Davos Seaworth,Ravion,DX Hybrid,Bateria,1085.86,4.0,837.04,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF152593,2024-02-01,21848005235,Daenerys Targaryen,Autron,EX Classic,Pastilha de Freio,964.34,4.0,661.63,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF152594,2025-07-03,40718265098484,Daenerys Targaryen,Carvex,BZ Turbo,Pastilha de Freio,185.97,2.0,126.26,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF152595,2024-12-02,68581462906,Jon Snow,Ravion,AX1,Pastilha de Freio,1704.95,5.0,1403.87,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF152596,2024-01-01,49490294453770,Robb Stark,MotoriX,BZ Turbo,Amortecedor,-777.84,1.0,586.92,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF152597,2024-05-20,70729789571580,Bran Stark,Autron,EX Classic,Bateria,1714.72,4.0,1341.56,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF152598,2025-01-28,70501363671,Daenerys Targaryen,Carvex,AX1,Pastilha de Freio,886.46,1.0,702.05,100202,Auto Parts SP Centro,Grupo Tytan,V007,Natasha Romanoff
NF152599,2025-04-09,93841572315,Bran Stark,Ravion,EX Classic,Correia Dentada,914.93,5.0,712.83,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF152600,2025-08-10,45844236867,Theon Greyjoy,Carvex,EX Classic,Bateria,939.71,2.0,675.85,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF152601,2024-06-15,21656444517,Arya Stark,Carvex,AX1,Correia Dentada,986.02,1.0,835.81,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF152602,2025-05-24,93752406253320,Tyrion Lannister,Autron,BZ Turbo,Filtro de Óleo,1616.05,5.0,1294.77,300402,Minas Auto Peças,Grupo Serras,V004,Peter Parker
NF152603,2025-03-17,18875542035,Sansa Stark,Carvex,AX1,Bateria,1221.58,1.0,806.85,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF152604,2024-12-12,81659431244265,Theon Greyjoy,Velox,EX Classic,Filtro de Óleo,1304.24,1.0,1166.97,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF152605,2024-01-24,62827528625,Jon Snow,Autron,AX1,Pastilha de Freio,439.66,1.0,284.87,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF152606,2024-10-01,33352906934293,Brienne of Tarth,Carvex,AX1,Pastilha de Freio,895.75,4.0,693.65,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF152607,2025-08-26,55161818121402,Davos Seaworth,MotoriX,BZ Turbo,Bateria,566.65,1.0,377.77,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF152608,2025-09-08,63724244762701,Robb Stark,Autron,DX Hybrid,Filtro de Óleo,1651.31,1.0,1339.71,300401,AutoParts Minas,Grupo Serra,V003,Tony Stark
NF152609,2025-01-20,70538212792,Jorah Mormont,Ravion,EX Classic,Bateria,145.23,6.0,110.45,400501,AutoParts Sul,Grupo Pampa,V008,Barry Allen
NF152610,2025-08-03,96623276336704,Ned Stark,Autron,DX Hybrid,Bateria,1613.13,6.0,1030.34,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF152611,2025-11-29,52786297596,Sansa Stark,Autron,CX Sport,Filtro de Óleo,231.25,5.0,162.71,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF152612,2024-11-08,05826330211,Cersei Lannister,Velox,BZ Turbo,Amortecedor,530.96,1.0,350.08,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF152613,2024-10-03,52603096765,Robb Stark,Autron,DX Hybrid,Filtro de Óleo,466.22,5.0,353.99,100202,Auto Parts SP Centro,Grupo Tytan,V007,Natasha Romanoff
NF152614,2025-09-12,45006826333246,Daenerys Targaryen,Ravion,BZ Turbo,Filtro de Óleo,524.98,4.0,455.6,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF152615,2024-03-20,22277353291,Robb Stark,Velox,CX Sport,Bateria,182.73,4.0,160.43,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF152616,2024-11-20,64661081425,Samwell Tarly,Carvex,AX1,Correia Dentada,377.19,6.0,233.04,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF152617,2024-10-14,68798802866830,Cersei Lannister,Carvex,BZ Turbo,Filtro de Óleo,779.3,5.0,599.25,100202,Auto Parts SP Centro,Grupo Tytan,V002,Clark Kent
NF152618,2025-04-01,03472446991,Samwell Tarly,Carvex,CX Sport,Amortecedor,1472.99,3.0,962.22,100201,AutoParts São Paulo,Grupo Titan,V006,Steve Rogers
NF152619,2024-10-06,26537987127086,Bran Stark,Carvex,EX Classic,Amortecedor,1148.53,5.0,714.34,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF152620,2024-01-06,41098784544478,Brienne of Tarth,Velox,CX Sport,Amortecedor,1072.77,3.0,883.69,400502,Sul Auto Parts,Grupo Pampas,V006,Steve Rogers
NF152621,2025-10-07,89898184825772,Theon Greyjoy,Ravion,DX Hybrid,Amortecedor,1694.89,1.0,1453.41,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF152622,2025-11-08,91456810312,Arya Stark,Velox,DX Hybrid,Correia Dentada,1297.07,1.0,984.32,200302,Auto Rio Peças,Grupo Atlantico,V006,Steve Rogers
NF152623,2024-07-30,77160216303683,Bran Stark,Autron,AX1,Amortecedor,1543.67,1.0,1141.64,400502,Sul Auto Parts,Grupo Pampas,V005,Diana Prince
NF152624,2024-12-05,52303050458,Sansa Stark,Ravion,DX Hybrid,Bateria,1509.89,3.0,961.66,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF152625,2025-03-17,70324544219904,Theon Greyjoy,Velox,CX Sport,Correia Dentada,1294.57,6.0,994.45,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF152626,2025-01-07,83301829764,Sansa Stark,Autron,EX Classic,Bateria,1711.3,3.0,1272.99,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF152627,2024-10-29,98946431192,Ned Stark,Ravion,EX Classic,Amortecedor,391.36,5.0,253.09,200302,Auto Rio Peças,Grupo Atlantico,V004,Peter Parker
NF152628,2024-12-17,62976916607813,Theon Greyjoy,Ravion,DX Hybrid,Pastilha de Freio,1651.65,2.0,1399.09,400501,AutoParts Sul,Grupo Pampa,V008,Barry Allen
NF152629,2024-01-14,22759753933,Theon Greyjoy,Velox,CX Sport,Pastilha de Freio,1669.76,2.0,1064.95,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF152630,2025-12-10,75455017639822,Theon Greyjoy,Carvex,CX Sport,Pastilha de Freio,1508.18,5.0,950.48,300402,Minas Auto Peças,Grupo Serras,V005,Diana Prince
NF152631,2024-12-16,34605614459016,Bran Stark,Carvex,DX Hybrid,Filtro de Óleo,873.18,5.0,580.02,400501,AutoParts Sul,Grupo Pampa,V008,Barry Allen
NF152632,2024-01-01,87732839578,Tyrion Lannister,Autron,BZ Turbo,Filtro de Óleo,315.45,6.0,247.44,400502,Sul Auto Parts,Grupo Pampas,V002,Clark Kent
NF152633,2025-11-21,31153698991,Jon Snow,Autron,AX1,Pastilha de Freio,1119.63,2.0,964.62,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF152634,2025-04-08,72507459198883,Jaime Lannister,Velox,CX Sport,Amortecedor,848.42,2.0,671.25,300401,AutoParts Minas,Grupo Serra,V002,Clark Kent
NF152635,2024-01-15,25997982293,Jorah Mormont,Carvex,EX Classic,Correia Dentada,544.35,1.0,472.87,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF152636,2024-03-02,58721386560322,Arya Stark,MotoriX,DX Hybrid,Pastilha de Freio,364.55,1.0,230.96,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF152637,2025-06-07,35369833380354,Jon Snow,Velox,BZ Turbo,Bateria,1783.88,5.0,1640.51,300401,AutoParts Minas,Grupo Serra,V002,Clark Kent
NF152638,2025-04-29,61268086231753,Davos Seaworth,MotoriX,DX Hybrid,Filtro de Óleo,1584.36,3.0,1185.83,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF152639,2025-01-07,98614434335,Theon Greyjoy,Ravion,BZ Turbo,Pastilha de Freio,1670.58,3.0,1196.7,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF152640,2024-03-22,19844789503,Jaime Lannister,Velox,EX Classic,Amortecedor,1190.51,5.0,889.4,300401,AutoParts Minas,Grupo Serra,V005,Diana Prince
NF152641,2025-01-17,09997744139,Ned Stark,MotoriX,AX1,Pastilha de Freio,511.77,3.0,431.69,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF152642,2025-03-06,78645995121,Jorah Mormont,Velox,CX Sport,Bateria,149.29,4.0,107.57,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF152643,2024-03-07,20758618734683,Jaime Lannister,Velox,EX Classic,Pastilha de Freio,1518.32,2.0,1381.27,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF152644,2025-05-01,09094531514,Arya Stark,MotoriX,DX Hybrid,Bateria,1605.58,3.0,1145.06,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF152645,2024-06-12,34877277262,Jorah Mormont,Autron,CX Sport,Pastilha de Freio,1084.18,5.0,930.24,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF152646,2024-05-25,85612323832,Tyrion Lannister,Autron,CX Sport,Filtro de Óleo,861.31,4.0,739.65,200302,Auto Rio Peças,Grupo Atlantico,V003,Tony Stark
NF152647,2025-04-20,95504863949813,Cersei Lannister,Velox,BZ Turbo,Bateria,571.49,5.0,433.11,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF152648,2025-09-11,44450788745,Theon Greyjoy,Autron,EX Classic,Amortecedor,324.86,6.0,246.25,200302,Auto Rio Peças,Grupo Atlantico,V004,Peter Parker
NF152649,2024-07-17,85168599477036,Sansa Stark,MotoriX,EX Classic,Filtro de Óleo,-1234.07,,804.08,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF152650,2024-03-19,46081466996162,Daenerys Targaryen,Velox,EX Classic,Correia Dentada,1577.0,6.0,1357.13,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF152651,2025-03-16,26067876604448,Samwell Tarly,MotoriX,AX1,Pastilha de Freio,273.77,1.0,188.96,400502,Sul Auto Parts,Grupo Pampas,V005,Diana Prince
NF152652,2024-08-13,42378438532446,Bran Stark,MotoriX,EX Classic,Pastilha de Freio,1587.55,4.0,1033.19,400502,Sul Auto Parts,Grupo Pampas,V006,Steve Rogers
NF152653,2024-10-26,52469016257139,Samwell Tarly,Ravion,CX Sport,Amortecedor,1693.42,5.0,1237.39,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF152654,2024-06-01,58284256923099,Ned Stark,MotoriX,EX Classic,Amortecedor,1514.01,,1248.17,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
